,tweet,label,tweet_tokens_result,tweet_tokens_clean,tweet_tokens_clean2,string_clean
49,"@convomfs wtf this is au, pelecehan seksual itu gk boleh disalahgunakan gini dong keterlaluan bgt ini mh  walaupun si pelaku mau tanggung jawab minimal tindak pidana harus ditegakkan disini jgn bikin org"" berangan angan tntng hal yg bodoh gini, yg bikin a",not urgent,"['wtf', 'this', 'is', 'au', 'pelecehan', 'seksual', 'itu', 'gk', 'boleh', 'disalahgunakan', 'gini', 'dong', 'keterlaluan', 'bgt', 'ini', 'mh', 'walaupun', 'si', 'pelaku', 'mau', 'tanggung', 'jawab', 'minimal', 'tindak', 'pidana', 'harus', 'ditegakkan', 'disini', 'jgn', 'bikin', 'org', 'berangan', 'angan', 'tntng', 'hal', 'yg', 'bodoh', 'gini', 'yg', 'bikin']","['pelecehan', 'seksual', 'disalahgunakan', 'pelaku', 'tanggung', 'minimal', 'tindak', 'pidana', 'ditegakkan', 'bikin', 'berangan', 'angan', 'bodoh', 'bikin']","['leceh', 'seksual', 'disalahgunakan', 'laku', 'tanggung', 'minimal', 'tindak', 'pidana', 'tegak', 'bikin', 'berangan', 'angan', 'bodoh', 'bikin']",leceh seksual disalahgunakan laku tanggung minimal tindak pidana tegak bikin berangan angan bodoh bikin
50,"@arprynnd kalo kayak gitu, pada akhirnya pemerintah gak berperan dalam pencegahan kekerasan dan pelecehan seksual yang nyata terutama pada perempuan.",not urgent,"['kalo', 'kayak', 'gitu', 'pada', 'akhirnya', 'pemerintah', 'gak', 'berperan', 'dalam', 'pencegahan', 'kekerasan', 'dan', 'pelecehan', 'seksual', 'yang', 'nyata', 'terutama', 'pada', 'perempuan']","['kayak', 'pemerintah', 'berperan', 'pencegahan', 'kekerasan', 'pelecehan', 'seksual', 'nyata', 'perempuan']","['kayak', 'perintah', 'peran', 'cegah', 'keras', 'leceh', 'seksual', 'nyata', 'perempuan']",kayak perintah peran cegah keras leceh seksual nyata perempuan
51,"@areajulid menganggap pelecehan itu hal yang normal. pelecehan seksual itu sadar, tidak spontan dan semua keputusan itu udah disetujuin oleh dirinya. dia memilih menjadi pelaku pelecehan, berarti dia harus menerima konsekuensi dari perbuatannya. ah kampre",not urgent,"['menganggap', 'pelecehan', 'itu', 'hal', 'yang', 'normal', 'pelecehan', 'seksual', 'itu', 'sadar', 'tidak', 'spontan', 'dan', 'semua', 'keputusan', 'itu', 'udah', 'disetujuin', 'oleh', 'dirinya', 'dia', 'memilih', 'menjadi', 'pelaku', 'pelecehan', 'berarti', 'dia', 'harus', 'menerima', 'konsekuensi', 'dari', 'perbuatannya', 'ah', 'kampre']","['menganggap', 'pelecehan', 'normal', 'pelecehan', 'seksual', 'sadar', 'spontan', 'keputusan', 'disetujuin', 'memilih', 'pelaku', 'pelecehan', 'menerima', 'konsekuensi', 'perbuatannya']","['anggap', 'leceh', 'normal', 'leceh', 'seksual', 'sadar', 'spontan', 'putus', 'disetujuin', 'pilih', 'laku', 'leceh', 'terima', 'konsekuensi', 'buat']",anggap leceh normal leceh seksual sadar spontan putus disetujuin pilih laku leceh terima konsekuensi buat
52,"pelaku ini jahat banget,! jangan judge korban kalau membeku, ada istilah tonic immobility, ketika dalam ketakutan sangat kita ngga bisa bergerak sama sekali, banyak korban pelecehan yang mengalami ini, alhamdulillahnya si korban akhirnya bisa melawan",not urgent,"['pelaku', 'ini', 'jahat', 'banget', 'jangan', 'judge', 'korban', 'kalau', 'membeku', 'ada', 'istilah', 'tonic', 'immobility', 'ketika', 'dalam', 'ketakutan', 'sangat', 'kita', 'ngga', 'bisa', 'bergerak', 'sama', 'sekali', 'banyak', 'korban', 'pelecehan', 'yang', 'mengalami', 'ini', 'alhamdulillahnya', 'si', 'korban', 'akhirnya', 'bisa', 'melawan']","['pelaku', 'jahat', 'judge', 'korban', 'membeku', 'istilah', 'ketakutan', 'bergerak', 'korban', 'pelecehan', 'mengalami', 'korban', 'melawan']","['laku', 'jahat', 'judge', 'korban', 'beku', 'istilah', 'takut', 'gerak', 'korban', 'leceh', 'alami', 'korban', 'lawan']",laku jahat judge korban beku istilah takut gerak korban leceh alami korban lawan
53,"@andreasharsono sama kaya di kampus saya, korban pelecehan seksual justru dapat sanksi tidak dapat pelayanan akademik selama 2 semester, alasannya karena dia dianggap bersalah mau diajak bertemu laki-laki di malam hari. sangat lucu ketika korbannya justru",urgent,"['sama', 'kaya', 'di', 'kampus', 'saya', 'korban', 'pelecehan', 'seksual', 'justru', 'dapat', 'sanksi', 'tidak', 'dapat', 'pelayanan', 'akademik', 'selama', 'semester', 'alasannya', 'karena', 'dia', 'dianggap', 'bersalah', 'mau', 'diajak', 'bertemu', 'lakilaki', 'di', 'malam', 'hari', 'sangat', 'lucu', 'ketika', 'korbannya', 'justru']","['kampus', 'korban', 'pelecehan', 'seksual', 'sanksi', 'pelayanan', 'akademik', 'alasannya', 'dianggap', 'bersalah', 'diajak', 'bertemu', 'malam', 'lucu', 'korbannya']","['kampus', 'korban', 'leceh', 'seksual', 'sanksi', 'layan', 'akademik', 'alas', 'anggap', 'salah', 'ajak', 'temu', 'malam', 'lucu', 'korban']",kampus korban leceh seksual sanksi layan akademik alas anggap salah ajak temu malam lucu korban
54,reply nya byk juga yg udh jadi korban pelecehan seksual beginiâ€¦ takut,urgent,"['reply', 'nya', 'byk', 'juga', 'yg', 'udh', 'jadi', 'korban', 'pelecehan', 'seksual', 'begini', 'takut']","['korban', 'pelecehan', 'seksual', 'takut']","['korban', 'leceh', 'seksual', 'takut']",korban leceh seksual takut
55,"kayaknya emang bener ya masih banyak pikiran2 kolot kalo ada tindakan pelecehan seksual pasti nyalahin korban dulu, langsung labelling korban yg ngga2, kebiasaan judgemental sampe nganggep kalo masalah kaya gitu tu lumrah buat sering terjadi. hadu,memang suka ga abis thinking dah",not urgent,"['kayaknya', 'emang', 'bener', 'ya', 'masih', 'banyak', 'pikiran', 'kolot', 'kalo', 'ada', 'tindakan', 'pelecehan', 'seksual', 'pasti', 'nyalahin', 'korban', 'dulu', 'langsung', 'labelling', 'korban', 'yg', 'ngga', 'kebiasaan', 'judgemental', 'sampe', 'nganggep', 'kalo', 'masalah', 'kaya', 'gitu', 'tu', 'lumrah', 'buat', 'sering', 'terjadi', 'hadumemang', 'suka', 'ga', 'abis', 'thinking', 'dah']","['pikiran', 'kolot', 'tindakan', 'pelecehan', 'seksual', 'nyalahin', 'korban', 'langsung', 'labelling', 'korban', 'kebiasaan', 'judgemental', 'lumrah', 'suka']","['pikir', 'kolot', 'tindak', 'leceh', 'seksual', 'nyalahin', 'korban', 'langsung', 'labelling', 'korban', 'biasa', 'judgemental', 'lumrah', 'suka']",pikir kolot tindak leceh seksual nyalahin korban langsung labelling korban biasa judgemental lumrah suka
56,"siapapun itu deh, mau gendernya laki - laki kek perempuan kek usia berapapun ya emang namanya tindakan pelecehan seksual emang gapantes dan biadab, dan gada satupun orang yg mau buat jadi korbannya. kata2 udah siap dilecehkan kayaknya jahat banget apalagi dilontarkan buat korban.",not urgent,"['siapapun', 'itu', 'deh', 'mau', 'gendernya', 'laki', 'laki', 'kek', 'perempuan', 'kek', 'usia', 'berapapun', 'ya', 'emang', 'namanya', 'tindakan', 'pelecehan', 'seksual', 'emang', 'gapantes', 'dan', 'biadab', 'dan', 'gada', 'satupun', 'orang', 'yg', 'mau', 'buat', 'jadi', 'korbannya', 'kata', 'udah', 'siap', 'dilecehkan', 'kayaknya', 'jahat', 'banget', 'apalagi', 'dilontarkan', 'buat', 'korban']","['gendernya', 'laki', 'laki', 'perempuan', 'usia', 'namanya', 'tindakan', 'pelecehan', 'seksual', 'gapantes', 'biadab', 'satupun', 'orang', 'korbannya', 'dilecehkan', 'jahat', 'dilontarkan', 'korban']","['gender', 'laki', 'laki', 'perempuan', 'usia', 'nama', 'tindak', 'leceh', 'seksual', 'gapantes', 'biadab', 'satu', 'orang', 'korban', 'leceh', 'jahat', 'lontar', 'korban']",gender laki laki perempuan usia nama tindak leceh seksual gapantes biadab satu orang korban leceh jahat lontar korban
57,"@areajulid owalah, manusia kyk gini tuh gk akan kapok kalo hukumannya skorsing doang. spill aja muka atau identitas lainnya, siapa tau ada yg mau silaturahmi. korban kenal trauma seumur hidup krna pelecehan, knp pelaku gk bisa trauma juga krna sanksi sosi",not urgent,"['owalah', 'manusia', 'kyk', 'gini', 'tuh', 'gk', 'akan', 'kapok', 'kalo', 'hukumannya', 'skorsing', 'doang', 'spill', 'aja', 'muka', 'atau', 'identitas', 'lainnya', 'siapa', 'tau', 'ada', 'yg', 'mau', 'silaturahmi', 'korban', 'kenal', 'trauma', 'seumur', 'hidup', 'krna', 'pelecehan', 'knp', 'pelaku', 'gk', 'bisa', 'trauma', 'juga', 'krna', 'sanksi', 'sosi']","['manusia', 'kapok', 'hukumannya', 'doang', 'muka', 'identitas', 'korban', 'kenal', 'trauma', 'seumur', 'hidup', 'pelecehan', 'pelaku', 'trauma', 'sanksi']","['manusia', 'kapok', 'hukum', 'doang', 'muka', 'identitas', 'korban', 'kenal', 'trauma', 'umur', 'hidup', 'leceh', 'laku', 'trauma', 'sanksi']",manusia kapok hukum doang muka identitas korban kenal trauma umur hidup leceh laku trauma sanksi
58,@scrxnb korban pelecehan seksual itu adalah buktinya mba,urgent,"['korban', 'pelecehan', 'seksual', 'itu', 'adalah', 'buktinya', 'mba']","['korban', 'pelecehan', 'seksual', 'buktinya']","['korban', 'leceh', 'seksual', 'bukti']",korban leceh seksual bukti
59,"ada yg absurd, w pernah baca au yg pelecehan seksual gini, dan di cerita itu besoknya si korban bunuh diri dan arwahnya mlh blg thank you ke si pelaku krn dia jg emg gamau hidup.. lgsg w block anjr",urgent,"['ada', 'yg', 'absurd', 'pernah', 'baca', 'au', 'yg', 'pelecehan', 'seksual', 'gini', 'dan', 'di', 'cerita', 'itu', 'besoknya', 'si', 'korban', 'bunuh', 'diri', 'dan', 'arwahnya', 'mlh', 'blg', 'thank', 'you', 'ke', 'si', 'pelaku', 'krn', 'dia', 'jg', 'emg', 'gamau', 'hidup', 'lgsg', 'block', 'anjr']","['baca', 'pelecehan', 'seksual', 'cerita', 'besoknya', 'korban', 'bunuh', 'arwahnya', 'pelaku', 'hidup']","['baca', 'leceh', 'seksual', 'cerita', 'besok', 'korban', 'bunuh', 'arwah', 'laku', 'hidup']",baca leceh seksual cerita besok korban bunuh arwah laku hidup
60,"dikasih memek kok gak mau, susah kan klo korban nya cowo pelaku nya cewe? hayolo""  damn im sorry sayangðÿ˜­ðÿ˜­ w paling sakit ati dah klo denger cerita pelecehan gini mau korban nya cowo atau cewe kek ya allahðÿ˜­ðÿ˜­",urgent,"['dikasih', 'memek', 'kok', 'gak', 'mau', 'susah', 'kan', 'klo', 'korban', 'nya', 'cowo', 'pelaku', 'nya', 'cewe', 'hayolo', 'damn', 'im', 'sorry', 'sayang', 'paling', 'sakit', 'ati', 'dah', 'klo', 'denger', 'cerita', 'pelecehan', 'gini', 'mau', 'korban', 'nya', 'cowo', 'atau', 'cewe', 'kek', 'ya', 'allah']","['dikasih', 'memek', 'susah', 'korban', 'cowo', 'pelaku', 'cewe', 'sayang', 'sakit', 'denger', 'cerita', 'pelecehan', 'korban', 'cowo', 'cewe']","['kasih', 'memek', 'susah', 'korban', 'cowo', 'laku', 'cewe', 'sayang', 'sakit', 'denger', 'cerita', 'leceh', 'korban', 'cowo', 'cewe']",kasih memek susah korban cowo laku cewe sayang sakit denger cerita leceh korban cowo cewe
61,"@louvnment @rapsodied @sikebongce @sukunachan @nanangismantoro @fluffylunda @nickigrandongg ibarat ada korban pelecehan yg disalahkan korbannya karena pake baju mini, padahal yg salah yg gabisa nahan nafsunya kan? relate juga sama kasus bully, masa yg dis",urgent,"['ibarat', 'ada', 'korban', 'pelecehan', 'yg', 'disalahkan', 'korbannya', 'karena', 'pake', 'baju', 'mini', 'padahal', 'yg', 'salah', 'yg', 'gabisa', 'nahan', 'nafsunya', 'kan', 'relate', 'juga', 'sama', 'kasus', 'bully', 'masa', 'yg', 'dis']","['korban', 'pelecehan', 'disalahkan', 'korbannya', 'pake', 'baju', 'mini', 'salah', 'gabisa', 'nahan', 'nafsunya', 'bully']","['korban', 'leceh', 'salah', 'korban', 'pake', 'baju', 'mini', 'salah', 'gabisa', 'nahan', 'nafsu', 'bully']",korban leceh salah korban pake baju mini salah gabisa nahan nafsu bully
62,contoh orang yg kalo ada kasus pelecehan malah nyalahin baju korban,urgent,"['contoh', 'orang', 'yg', 'kalo', 'ada', 'kasus', 'pelecehan', 'malah', 'nyalahin', 'baju', 'korban']","['contoh', 'orang', 'pelecehan', 'nyalahin', 'baju', 'korban']","['contoh', 'orang', 'leceh', 'nyalahin', 'baju', 'korban']",contoh orang leceh nyalahin baju korban
63,"@awwgie @manusiabiawak @commuterline gue pernah jd korban pelecehan di krl,gue teriak ga ada gunanya tuh org disekitarnya, boro2 ada yg nolong. pelakunya ajah gue yg seret sendiri keluar gerbong bawa ke security",not urgent,"['gue', 'pernah', 'jd', 'korban', 'pelecehan', 'di', 'krlgue', 'teriak', 'ga', 'ada', 'gunanya', 'tuh', 'org', 'disekitarnya', 'boro', 'ada', 'yg', 'nolong', 'pelakunya', 'ajah', 'gue', 'yg', 'seret', 'sendiri', 'keluar', 'gerbong', 'bawa', 'ke', 'security']","['korban', 'pelecehan', 'teriak', 'gunanya', 'disekitarnya', 'boro', 'nolong', 'pelakunya', 'ajah', 'seret', 'gerbong', 'bawa']","['korban', 'leceh', 'teriak', 'guna', 'sekitar', 'boro', 'nolong', 'laku', 'ajah', 'seret', 'gerbong', 'bawa']",korban leceh teriak guna sekitar boro nolong laku ajah seret gerbong bawa
64,"ternyata gk sedikit dari perempuan2 yang bicara tentang pelecehan seksual, mereka mengalaminya, sebagai korban, dan setiap mau cerita, pasti ada embel2nya ""aku gk cerita ini kesiapa2"" dengan alasan takut disalahin dan malu juga.",urgent,"['ternyata', 'gk', 'sedikit', 'dari', 'perempuan', 'yang', 'bicara', 'tentang', 'pelecehan', 'seksual', 'mereka', 'mengalaminya', 'sebagai', 'korban', 'dan', 'setiap', 'mau', 'cerita', 'pasti', 'ada', 'embelnya', 'aku', 'gk', 'cerita', 'ini', 'kesiapa', 'dengan', 'alasan', 'takut', 'disalahin', 'dan', 'malu', 'juga']","['perempuan', 'bicara', 'pelecehan', 'seksual', 'mengalaminya', 'korban', 'cerita', 'embelnya', 'cerita', 'kesiapa', 'alasan', 'takut', 'disalahin', 'malu']","['perempuan', 'bicara', 'leceh', 'seksual', 'alam', 'korban', 'cerita', 'embel', 'cerita', 'siapa', 'alas', 'takut', 'disalahin', 'malu']",perempuan bicara leceh seksual alam korban cerita embel cerita siapa alas takut disalahin malu
65,"yauda tahan bentar ta, habis itu c*li (dil ini agak kasar) di rumah kan jg bisa, org pemikiran kyk gtu yg bikin banyak korban pelecehan tapi yg disalahin malah korbannya",urgent,"['yauda', 'tahan', 'bentar', 'ta', 'habis', 'itu', 'li', 'dil', 'ini', 'agak', 'kasar', 'di', 'rumah', 'kan', 'jg', 'bisa', 'org', 'pemikiran', 'kyk', 'gtu', 'yg', 'bikin', 'banyak', 'korban', 'pelecehan', 'tapi', 'yg', 'disalahin', 'malah', 'korbannya']","['tahan', 'bentar', 'habis', 'li', 'kasar', 'rumah', 'pemikiran', 'bikin', 'korban', 'pelecehan', 'disalahin', 'korbannya']","['tahan', 'bentar', 'habis', 'li', 'kasar', 'rumah', 'pikir', 'bikin', 'korban', 'leceh', 'disalahin', 'korban']",tahan bentar habis li kasar rumah pikir bikin korban leceh disalahin korban
66,"@areajulid spontan kok 10 korban, semoga anak lo nanti ga kena pelecehan deh, miris banget as women malah jd pengacara yg kasusnya kek gini wkwk. tamatin dulu kuliah dek.",not urgent,"['spontan', 'kok', 'korban', 'semoga', 'anak', 'lo', 'nanti', 'ga', 'kena', 'pelecehan', 'deh', 'miris', 'banget', 'as', 'women', 'malah', 'jd', 'pengacara', 'yg', 'kasusnya', 'kek', 'gini', 'wkwk', 'tamatin', 'dulu', 'kuliah', 'dek']","['spontan', 'korban', 'semoga', 'anak', 'kena', 'pelecehan', 'miris', 'kasusnya']","['spontan', 'korban', 'moga', 'anak', 'kena', 'leceh', 'miris', 'kasus']",spontan korban moga anak kena leceh miris kasus
67,dan aku baru nemu cerita wp yang ada pendapat kayak menormalisasikan bahwa korban pelecehan boleh nikah sama pelaku kalau ganteng?? kek whatt itu bukannya mau nikah malah trauma ketemu sama pelakunya,not urgent,"['dan', 'aku', 'baru', 'nemu', 'cerita', 'wp', 'yang', 'ada', 'pendapat', 'kayak', 'menormalisasikan', 'bahwa', 'korban', 'pelecehan', 'boleh', 'nikah', 'sama', 'pelaku', 'kalau', 'ganteng', 'kek', 'whatt', 'itu', 'bukannya', 'mau', 'nikah', 'malah', 'trauma', 'ketemu', 'sama', 'pelakunya']","['nemu', 'cerita', 'pendapat', 'kayak', 'menormalisasikan', 'korban', 'pelecehan', 'nikah', 'pelaku', 'ganteng', 'nikah', 'trauma', 'ketemu', 'pelakunya']","['nemu', 'cerita', 'dapat', 'kayak', 'normalisasi', 'korban', 'leceh', 'nikah', 'laku', 'ganteng', 'nikah', 'trauma', 'ketemu', 'laku']",nemu cerita dapat kayak normalisasi korban leceh nikah laku ganteng nikah trauma ketemu laku
68,"@ssaaffffff ga habis pikir aku sama yang kayak gitu. padahal trauma pelecehan seksual bisa bertahun-tahun, ga logis banget korban mau nikah sama pelaku. berinteraksi tanpa rasa takut aja susah.   nah iya ini minor nih yany bebal dikasih tauu, emg sekarang",not urgent,"['ga', 'habis', 'pikir', 'aku', 'sama', 'yang', 'kayak', 'gitu', 'padahal', 'trauma', 'pelecehan', 'seksual', 'bisa', 'bertahuntahun', 'ga', 'logis', 'banget', 'korban', 'mau', 'nikah', 'sama', 'pelaku', 'berinteraksi', 'tanpa', 'rasa', 'takut', 'aja', 'susah', 'nah', 'iya', 'ini', 'minor', 'nih', 'yany', 'bebal', 'dikasih', 'tauu', 'emg', 'sekarang']","['habis', 'pikir', 'kayak', 'trauma', 'pelecehan', 'seksual', 'bertahuntahun', 'logis', 'korban', 'nikah', 'pelaku', 'berinteraksi', 'takut', 'susah', 'iya', 'minor', 'bebal', 'dikasih']","['habis', 'pikir', 'kayak', 'trauma', 'leceh', 'seksual', 'bertahuntahun', 'logis', 'korban', 'nikah', 'laku', 'interaksi', 'takut', 'susah', 'iya', 'minor', 'bebal', 'kasih']",habis pikir kayak trauma leceh seksual bertahuntahun logis korban nikah laku interaksi takut susah iya minor bebal kasih
69,"@areajulid gak pantas jadi pengacara, baik udah lulus kuliah hukum atau belum. maaf kalau saya ngomong gini. bayangin aja kalau misalnya kita/dia di posisi korban. pelecehan seksual yang dilakukan pelaku bukan secara 'spontan'. sampai korbannya sepuluh or",not urgent,"['gak', 'pantas', 'jadi', 'pengacara', 'baik', 'udah', 'lulus', 'kuliah', 'hukum', 'atau', 'belum', 'maaf', 'kalau', 'saya', 'ngomong', 'gini', 'bayangin', 'aja', 'kalau', 'misalnya', 'kitadia', 'di', 'posisi', 'korban', 'pelecehan', 'seksual', 'yang', 'dilakukan', 'pelaku', 'bukan', 'secara', 'spontan', 'sampai', 'korbannya', 'sepuluh', 'or']","['hukum', 'maaf', 'ngomong', 'bayangin', 'posisi', 'korban', 'pelecehan', 'seksual', 'pelaku', 'spontan', 'korbannya']","['hukum', 'maaf', 'ngomong', 'bayangin', 'posisi', 'korban', 'leceh', 'seksual', 'laku', 'spontan', 'korban']",hukum maaf ngomong bayangin posisi korban leceh seksual laku spontan korban
70,@areajulid awal mulanya si yang pamer titit gara2 celana bolong terus skg dia semoga aja g ada korban pelecehan gara2 ada cowo masuk toilet cewe,urgent,"['awal', 'mulanya', 'si', 'yang', 'pamer', 'titit', 'gara', 'celana', 'bolong', 'terus', 'skg', 'dia', 'semoga', 'aja', 'ada', 'korban', 'pelecehan', 'gara', 'ada', 'cowo', 'masuk', 'toilet', 'cewe']","['pamer', 'titit', 'gara', 'celana', 'bolong', 'semoga', 'korban', 'pelecehan', 'gara', 'cowo', 'masuk', 'toilet', 'cewe']","['pamer', 'titit', 'gara', 'celana', 'bolong', 'moga', 'korban', 'leceh', 'gara', 'cowo', 'masuk', 'toilet', 'cewe']",pamer titit gara celana bolong moga korban leceh gara cowo masuk toilet cewe
71,"@lofaca0 soal pelecehan gini sering kali pelaku yg danggap korban, begitu pula sebaliknya. gatau lgi gmna keadaan si korban skrng yg bnr"" merasa putus asa dlingkungan kaya gtu. terlebih bukannya dukungan yg ia dpt melainkan cemoohan. semoga korban mendptk",not urgent,"['soal', 'pelecehan', 'gini', 'sering', 'kali', 'pelaku', 'yg', 'danggap', 'korban', 'begitu', 'pula', 'sebaliknya', 'gatau', 'lgi', 'gmna', 'keadaan', 'si', 'korban', 'skrng', 'yg', 'bnr', 'merasa', 'putus', 'asa', 'dlingkungan', 'kaya', 'gtu', 'terlebih', 'bukannya', 'dukungan', 'yg', 'ia', 'dpt', 'melainkan', 'cemoohan', 'semoga', 'korban', 'mendptk']","['pelecehan', 'kali', 'pelaku', 'danggap', 'korban', 'gatau', 'korban', 'asa', 'dlingkungan', 'dukungan', 'cemoohan', 'semoga', 'korban']","['leceh', 'kali', 'laku', 'danggap', 'korban', 'gatau', 'korban', 'asa', 'dlingkungan', 'dukung', 'cemooh', 'moga', 'korban']",leceh kali laku danggap korban gatau korban asa dlingkungan dukung cemooh moga korban
72,"@areajulid lo nyari sensasi boleh, tapi janga sampe lo berani2 mempermainkan keadilan khususnya terhadap minor dan korban pelecehan. lo cewek, harusnya sadar diri betapa rentannya cewek terhadap pelecehan. lo main2 sama keadilan di dunia gw yakin di akhir",not urgent,"['lo', 'nyari', 'sensasi', 'boleh', 'tapi', 'janga', 'sampe', 'lo', 'berani', 'mempermainkan', 'keadilan', 'khususnya', 'terhadap', 'minor', 'dan', 'korban', 'pelecehan', 'lo', 'cewek', 'harusnya', 'sadar', 'diri', 'betapa', 'rentannya', 'cewek', 'terhadap', 'pelecehan', 'lo', 'main', 'sama', 'keadilan', 'di', 'dunia', 'gw', 'yakin', 'di', 'akhir']","['nyari', 'sensasi', 'janga', 'berani', 'mempermainkan', 'keadilan', 'minor', 'korban', 'pelecehan', 'cewek', 'sadar', 'betapa', 'rentannya', 'cewek', 'pelecehan', 'main', 'keadilan', 'dunia']","['nyari', 'sensasi', 'janga', 'berani', 'main', 'adil', 'minor', 'korban', 'leceh', 'cewek', 'sadar', 'betapa', 'rentan', 'cewek', 'leceh', 'main', 'adil', 'dunia']",nyari sensasi janga berani main adil minor korban leceh cewek sadar betapa rentan cewek leceh main adil dunia
73,banyak diluaran sana yg jadi trauma karena jadi korban pelecehan bisa bisanya dijadiin au,not urgent,"['banyak', 'diluaran', 'sana', 'yg', 'jadi', 'trauma', 'karena', 'jadi', 'korban', 'pelecehan', 'bisa', 'bisanya', 'dijadiin', 'au']","['diluaran', 'trauma', 'korban', 'pelecehan', 'bisanya', 'dijadiin']","['luar', 'trauma', 'korban', 'leceh', 'bisa', 'dijadiin']",luar trauma korban leceh bisa dijadiin
74,"kini bela guru ngaji, barbie kumalasari curhat pernah jadi korban pelecehan oleh kolega pengacara.   https://t.co/lrzb0jgwah . saat acara bebas malam, kamar hotel barbie kumalasari diketuk oleh sang oknum pengacara dan mantan istri galih ginanjar tersebut diajak berbincang.

namun siapa sangka, oknum pengacara ternyata tengah dalam kondisi mabuk dan  tiba-tiba menyerang barbie kumalasari.

""aku keinget satu tahun, wah itu parah banget karena dia maksa buka baju aku, ciumin aku, pokoknya parah sampai aku tendang dia,"" ungkap barbie kumalasari. 

beruntung, barbie kumalasari berhasil lolos dari kejadian tidak menyenangkan tersebut.
""jadi kalau bicara pelecehan tuh menyakitkan sekali untung badanku gede, jago bela diri.""


""kalau aku kurus, tipe cewek unyu-unyu gitu aku pasti udah diperkosa abis malam itu,"" sambungnya.",urgent,"['kini', 'bela', 'guru', 'ngaji', 'barbie', 'kumalasari', 'curhat', 'pernah', 'jadi', 'korban', 'pelecehan', 'oleh', 'kolega', 'pengacara', 'saat', 'acara', 'bebas', 'malam', 'kamar', 'hotel', 'barbie', 'kumalasari', 'diketuk', 'oleh', 'sang', 'oknum', 'pengacara', 'dan', 'mantan', 'istri', 'galih', 'ginanjar', 'tersebut', 'diajak', 'berbincang', 'namun', 'siapa', 'sangka', 'oknum', 'pengacara', 'ternyata', 'tengah', 'dalam', 'kondisi', 'mabuk', 'dan', 'tibatiba', 'menyerang', 'barbie', 'kumalasari', 'aku', 'keinget', 'satu', 'tahun', 'wah', 'itu', 'parah', 'banget', 'karena', 'dia', 'maksa', 'buka', 'baju', 'aku', 'ciumin', 'aku', 'pokoknya', 'parah', 'sampai', 'aku', 'tendang', 'dia', 'ungkap', 'barbie', 'kumalasari', 'beruntung', 'barbie', 'kumalasari', 'berhasil', 'lolos', 'dari', 'kejadian', 'tidak', 'menyenangkan', 'tersebut', 'jadi', 'kalau', 'bicara', 'pelecehan', 'tuh', 'menyakitkan', 'sekali', 'untung', 'badanku', 'gede', 'jago', 'bela', 'diri', 'kalau', 'aku', 'kurus', 'tipe', 'cewek', 'unyuunyu', 'gitu', 'aku', 'pasti', 'udah', 'diperkosa', 'abis', 'malam', 'itu', 'sambungnya']","['bela', 'korban', 'pelecehan', 'kolega', 'bebas', 'malam', 'kamar', 'hotel', 'diketuk', 'oknum', 'istri', 'diajak', 'berbincang', 'sangka', 'oknum', 'kondisi', 'mabuk', 'menyerang', 'keinget', 'parah', 'maksa', 'buka', 'baju', 'ciumin', 'pokoknya', 'parah', 'tendang', 'beruntung', 'berhasil', 'lolos', 'kejadian', 'menyenangkan', 'bicara', 'pelecehan', 'menyakitkan', 'untung', 'badanku', 'gede', 'jago', 'bela', 'kurus', 'tipe', 'cewek', 'diperkosa', 'malam', 'sambungnya']","['bela', 'korban', 'leceh', 'kolega', 'bebas', 'malam', 'kamar', 'hotel', 'ketuk', 'oknum', 'istri', 'ajak', 'bincang', 'sangka', 'oknum', 'kondisi', 'mabuk', 'serang', 'keinget', 'parah', 'maksa', 'buka', 'baju', 'ciumin', 'pokok', 'parah', 'tendang', 'untung', 'hasil', 'lolos', 'jadi', 'senang', 'bicara', 'leceh', 'sakit', 'untung', 'badan', 'gede', 'jago', 'bela', 'kurus', 'tipe', 'cewek', 'perkosa', 'malam', 'sambung']",bela korban leceh kolega bebas malam kamar hotel ketuk oknum istri ajak bincang sangka oknum kondisi mabuk serang keinget parah maksa buka baju ciumin pokok parah tendang untung hasil lolos jadi senang bicara leceh sakit untung badan gede jago bela kurus tipe cewek perkosa malam sambung
