,date,username,tweet,nlikes
235,2022-02-07 18:04:07,prabutintaemas,"@commaditya di bali wanita di jadikan yg mencari nafkah, ke swah, ke ladang, jdi tkang bangunan, laki2 nya pada santai di rumah itu melebihi KDRT. perlu di ketahui ya, dlm islam di bolehkan memukul itu istri dlm hal mendidik, jg memukul nya hanya di betis. pahami dl isi nya, baru bacot..",39
236,2022-02-06 14:59:43,riyurlove,"@mutajir_mohamat @TaufikDamas Letak surga wanita ada pada ridho suami yang sholih bukan suami yang dzalim. Suami sholih tidak mungkin memukul, berpoligami (tidak berpoligami) karena Rosull dan sahabatnya berpoligami untuk menikahi para janda yang suaminya gugur perang, janda miskin. Bukan janda kembang sekian",0
237,2022-02-06 14:27:43,makkulion,"Sahabat wanita itu pergi pulang tanpa men-qishash(membalas) suaminya.  Rasulullah ditegur oleh Allah loh ini karena perbuatan Rasulullah salah juga sebab Allah maha tau apa yang terjadi pada sahabat wanita ini, ya benar suami boleh memukul sang istri tapi ketika istri tidak taat",0
238,2022-02-05 01:12:46,Kaanooyaa,"@Vrischa_Matt @mahdinosaur Iya kak, sesat parah ... Rasul aja bilang ""Jangan pernah kamu memukul wanita"". Trs ada juga pada waktu itu di zaman beliau, perempuan yg jadi korban kdrt ngadu ke Rasul langsung ditanya ""Siap ga kalo mahar yang udah dikasih, kamu kembalikan?"" = suruh ceraikan suaminya",0
239,2022-02-04 19:05:08,Sesojok3,"@OposisiCerdas Hukum memukul istri didasarkan pada firman Allah SWT dalam al-Qur'an, surah An Nisa ayat 34: “Wanita-wanita yang kamu khawatirkan nusyuz-nya, maka nasehatilah mereka dan pisahkanlah mereka di tempat tidur mereka, dan pukullah mereka. ... Sesungguhnya Allah mh tinggi dan mh besar""",0
240,2022-02-04 09:07:32,AllZazil,@jawapos Betul itu Padahal dia wanita ya Seharus dia itu melindungi wanita  Buka d suruh pada suami suka memukul,0
241,2022-02-02 15:29:29,ilbasugih,"Sungguh, Allah Mahatinggi, Mahabesar.qs.4:34  Pada titik ini, dia berkomentar:  Tidak ada cara untuk menghindarinya. Kata Arab dalam ayat ini berarti memukul. Kita berbicara tentang hukuman fisik dan fisik yg diberikan kepada seorang wanita oleh suaminya sendiri",0
242,2021-12-26 14:39:42,doyok_supri,"@swissball333 @citracannavaro lebih unggul dalam bidang apa? dalam bidang menjadi sexist? atau dalam bidang penyerangan seksual dengan memukul kemaluan orang?, melihat orang seperti kamu membuatku ingin tertawa pada wanita wanita yang pernah diperkosa",0
243,2021-12-15 11:49:55,JRenggana,"Dilema, wanita modelan ini seringkali playing victim, saat dipegang/sentuh akan teriak dia memukul, dia menganiaya, dia melakukan pelecehan seksual, jd seringkali sengaja agar korban melakukan sentuhan pada pelaku agar bisa disalahkan dengan macam-macam kebiasaan kelompok mereka.",0
244,2021-12-03 19:17:23,adnan_fuzzy,"Chapter  ini sanji  bintangnya.. karakter favorit selama ikutin OP. Kayaknya  sifatnya  laki pake banget dah nih karakter udh mesum, mau berkorban untuk temannya, lembut ke cewe dan bersumpah lebih baik mati dari pada memukul wanita.   #onepiece1034  https://t.co/QwoGbF4PmD",3
245,2022-04-30 05:55:58,channnn00,"@SeputarTetangga tapi mereka ga ada tuh negur anaknya. Gue tau kekerasan terhadap anak kecil emang ga bisa dibenarkan, tapi bocil kematian ini layak buat dislepet sendal kalo udah berulah. Sebel banget gue.",45
246,2022-04-30 04:43:39,fckarea,"@devilmaycrypt0 @yaydump @kopitersenja @dwikimic gk mesti nunggu di buang di panti dlu sih klo mau blg gk semua ortu baik, ya krn emg fakta ny gk semua ortu pantas di blg ortu, ad anak yg dri kecil dpt kekerasan, di abaikan ortu dan gk di nafkahi ortu, anak kecil bnyk jg yg cari uang sendiri pdhl ortu msh lengkap ini fakta ya",44
247,2022-04-30 02:23:24,jiwamuID,#Relawan Peduli #anak dan #perempuan terbentuk  https://t.co/bEEnGvYJ9p #dp3ap2kb #editiawarman #kekerasan,0
248,2022-04-30 01:31:32,ofROJEPARK,@tumciol IH KEKERASAN PADA ANAK KECIL,0
249,2022-04-30 01:03:06,eLAmaravati,"Gak heran banyak anak yang diam ketika mengalami kekerasan/kekerasan seksual dari orang tuanya. Gue baru bilang gak harmonis ama ibu aja banyak yang salty. Kalian tinggal di dunia bagian mana, sih, sampai menganggap bahwa orang tua adalah berhala yang harus dipuja-puja?",18
250,2022-04-30 00:47:41,Mikoes95,"Puan Maharani menegaskan, implementasi UU TPKS nantinya dapat menyelesaikan kasus-kasus kekerasan seksual. Khususnya memberi perlindungan terhadap perempuan dan anak Indonesia.",0
251,2022-04-29 22:54:08,meruparupa,"Drpd dishaming dan melabel anak yang penasaran dgn seks sebagai hal yang tabu, baiknya kita ngasih pemahaman resiko dari aktivitas seksual. Bahaya akan STD dan/atau kehamilan tidak diinginkan, bahaya akan kekerasan seksual. Justru rasa ingin tahu yang direpresi juga berbahaya.",97
252,2022-04-29 21:52:50,serambinews,"Gubernur Ajak MPU Bersinergi Kokohkan Benteng Islam: Tiga ancaman yang dapat meruntuhkan benteng Islam, yaitu narkoba, gadget serta kekerasan fisik dan kekerasan seksual terhadap perempuan dan anak.  https://t.co/tsdojUQCTA  https://t.co/DiXyt7zfC7",1
253,2022-04-29 21:49:53,summerbrxxze,"@worksfess Saya sering nyelametin kucing, anak kucing nyangkut di genteng sama kucing korban kekerasan manusia, tapi paling sering ngobatin kucing korban kekejaman manusia, kalo tangan saya ngga bisa, saya pake harta saya buat nolongin kucing-kucing kurang beruntung via platform kitabisa",0
254,2022-04-29 21:44:08,Jemsbray,"Kan gw bilang jg apa, syarat jadi TNI atau polri udah deh jangan minimal lulusan SMA sederajat, mereka masuk kesana tuh cuma buat gaya2an ke lingkungan tp otak dan pola pikir ga jauh beda sama anak STM yg suka kekerasan",0
255,2022-04-29 21:42:00,segarasea,Kalau tidak bisa mendidik anak dengan baik dampak buruknya bisa sangat fatal di masyarakat. Kekerasan yang terjadi di jalanan belakangan banyak dilakukan oleh anak-anak dan remaja. Hal itu terjadi sebagai dampak kurangnya kualitas pendidikan secara formal maupun di keluarga...,0
256,2022-04-29 20:45:00,RadioElshinta,"Saatnya kita berani untuk melawan tindak kekerasan terhadap anak dan wanita. Jika kamu melihat atau mengalaminya, jangan ragu untuk melapor ke SAPA 129!  #ElshintaNewsAndTalk  https://t.co/TdKQXWp6ul",5
257,2022-04-29 18:51:20,bengkellas120,"Ketua Umum Rumah Perempuan dan Anak (RPA) Ai Rahmayanti, mengapresiasi Ketua DPR, Puan Maharani, mengesahkan Rancangan Undang-Undang Tindak Pidana Kekerasan Seksual (RUU TPKS).  https://t.co/6S7pVnWuzf",0
258,2022-04-29 18:50:28,egaskalit,"@Franciscopamz Gw masih bingung sih menanggapi aborsi, karena ada risiko sang anak akan ditelantarkan atau mengalami kekerasan rumah tangga sepanjang hidupnya apabila dipaksakan lahir.",0
259,2022-04-29 18:21:13,syauqialfft,@EXOChanBaek614_ Kdrt ya kekerasan dalam rumah tangga...bisa aja korbannya si anak.  Btw tetap kuat ya,0
260,2022-04-29 18:07:03,marpaung913,@jumianto_RK @ApriliaLin Semua orang bisa berdoa.... Bajingan yang 1 itu menganiaya anak didiknya dengan kekerasan. Iblis pasti mendengar doanya.,0
261,2022-04-29 17:33:21,Kariynaaaa,"Ketua Umum Rumah Perempuan dan Anak (RPA) Ai Rahmayanti, mengapresiasi Ketua DPR, Puan Maharani, mengesahkan Rancangan Undang-Undang Tindak Pidana Kekerasan Seksual (RUU TPKS).  https://t.co/dM56ISJq8v",0
262,2022-04-29 17:30:10,PewartaSatu,"Vonis hukuman mati terhadap Hendi alias Abah Heni (57), pelaku pemerkosaan 10 anak perempuan di Sukabumi, Jawa Barat, diharapkan dapat memberikan efek jera terhadap pelaku dan semua tindakan kekerasan seksual lainnya.  -  https://t.co/Ljn6e72C3H",0
263,2022-04-29 15:36:33,idntimes,Lagi-lagi kasus kekerasan seksual pada anak terjadi di Jabar  https://t.co/ln3VCZcxSf,0
264,2022-04-29 14:41:22,abbyiesty,setan. gue beneran benci bgt sama pelaku kekerasan terhadap cewe/anak. ngilangin nyawa 2 manusia = hukuman 2 tahun gitu? ga habis pikir sumpah.,0
265,2022-04-29 14:34:29,ayamdrowning,"@convomf ""hey please tell me he really loves me right"" 🥺🥺🥺🥺🥺💗💗💗💗💗 tai kuda tenggelem di selat sunda lu tolol udah gak ketolong giliran mak bapa lu yang begini koar koar kdrt kekerasan pada anak 🥺🥺💔💔💔💔  giliran cowo kaga jelas sujud bae mohon mohon??? Allah maha besar",3
266,2022-04-29 14:34:20,airinlafia,"Lg baca webtoon, isinya tntg kekerasan dan pelecehan pd anak yg dilakuin org tua. Gue k triger, serem bgt anjir, takut ...  Tp webtoonya seru parah",0
267,2022-04-29 14:29:55,coffsslatte,"@virgitaaa_ @shabrinaf_ Silahkan di cek tingkat kasus kekerasan terhadap anak, perempuan, pernikahan di bawah umur apakah sudah rendah?   Feminism ga cuman di pelajari di Indonesia, tapi dunia. Point pembahasan di awal bukan masalah Indonesia butuh feminism atau tidak",0
268,2022-04-29 13:46:20,Christofel_ID,"18. “Sebelumnya propaganda kekerasan (di TV pemerintah) bohong tapi itu opsional. Seseorang bisa percaya atau tidak percaya pada anak-anak yang disalibkan,” kata kolumnis dan penulis Rusia Yulia Latynina pada 26 Februari di Echo of Moscow",0
269,2022-04-29 12:48:25,Hiica8,Trnyta ortu cm stts ya kek yauda ortu gua masih lngkp tpi gua dari kecil gprnh dpt apa itu kasih syg orng tua? Haha yg gua dpt cuma kekerasan dan kewajiban sbgai anak tp gua gprnh dpt hak sbgai anak,1
270,2022-04-29 12:30:27,itnayMaysaT,"@M20892 @prin_theth Btw, ini anak 19th yang ngomong. Dek, jangan pernah mengajari apalagi menyalahkan seorang ibu cara mendidik anaknya. Gw punya anak 3 aja ga berani bilang gini. Kecuali kalau si ibu pakai kekerasan baru mengingatkan.",0
271,2022-04-29 11:04:02,jubidotcom,"LBH Apik mencatat, kasus kekerasan seksual terhadap anak di Papua tertinggi terjadi pada 2021.  Selengkapnya di  https://t.co/PEmBLtvDTX #koranjubi #JubiTVid #infopapua #tanahpapua #papua #indonesia #PapuanLivesMatter #fellowshipJubi2022  https://t.co/rsx8LNP6p5",5
272,2022-04-29 08:48:01,LHKP_PPMuh,"Suasana buka bersama dan silaturrahmi PP @muhammadiyah di desa Wadas dengan warga yang menjadi korban kekerasan aparat yang memaksa warga setuju pada proyek tambang andesit di Wadas. Acara ini adalah silaturrahmi sesama anak bangsa, saudara muslim.  https://t.co/TaR8oz66i2",8
273,2022-04-29 07:40:28,DewiAstuti2013,"@F_Rahmansyah @botwithlove_ @BXuxloey99 @noturspiritdoll @oryzaxativa @kristian_oka Yang kerja di puskesmas banyak yang baik kok. Saya kerja buat anak yang menjadi korban kekerasan, karena kami sering datang ke puskesmas dan mereka tahu bahwa kami bawa korban yg identitasnya tidak ada mereka biasanya suruh langsung periksa dan tidak minta bayaran sama sekali.",1
274,2022-04-29 07:13:45,IDCorner,Tiga Lembaga Teken Kerja Sama Penuhi Hak Restitusi Anak Korban Kekerasan Seksual -  https://t.co/BXAIPm11zR   #IDCORNER,0
275,2022-04-29 02:43:21,RamdanUjang,"@editya_86 @disfodan Sedikit OOT, tapi patut mendapat perhatian juga. Ada Puteri Indonesia DI Yogyakarta 2022 yang sejak 2014 memperjuangkan NIK bagi anak-anak korban kekerasan seksual.  https://t.co/bC2ZseDIky",21
276,2022-04-29 02:21:41,CahyadiWahyono,LPIKIPI dan UNICEF gelar pelatihan pencegahan kekerasan berbasis gender dan perkawinan anak  https://t.co/eZBOVRwq4g,0
